entity,n_with,mean_target_with,enc_with,global_mean_with,n_without,mean_target_without,enc_without,global_mean_without,obs_gained,enc_abs_diff,entity_col
NORSE DANCER,8,9.812104494748734,9.577502930754356,9.389821679558855,8,9.812104494748734,9.570617381474383,9.377427690854901,0,0.006885549279973091,damsire_target_enc
NORTH LIGHT,2,8.33885571944687,9.214660686206857,9.389821679558855,0,,9.377427690854901,,2,0.16276700464804428,damsire_target_enc
NORTHERN DANCER,2,9.046088338490165,9.33253278938074,9.389821679558855,2,9.046088338490165,9.322204465460779,9.377427690854901,0,0.010328323919962301,damsire_target_enc
NORTHERN JOVE,2,8.911421871598373,9.310088378232107,9.389821679558855,1,8.612503371220562,9.307889116342688,9.377427690854901,1,0.002199261889419546,damsire_target_enc
NORTHERN PARK,2,8.608353969813216,9.259577061267915,9.389821679558855,2,8.608353969813216,9.249248737347953,9.377427690854901,0,0.010328323919962301,damsire_target_enc
NORTHERN PROSPECT,1,8.85366542803745,9.341080202147818,9.389821679558855,0,,9.377427690854901,,1,0.03634748870708293,damsire_target_enc
NORTHERN TEMPEST,1,9.95227771670556,9.440954046572193,9.389821679558855,1,9.95227771670556,9.429686784114052,9.377427690854901,0,0.011267262458140692,damsire_target_enc
NORWICK,1,10.491274217438248,9.489953728456982,9.389821679558855,1,10.491274217438248,9.478686465998841,9.377427690854901,0,0.011267262458140692,damsire_target_enc
NOT FOR LOVE,2,7.659793977370274,9.101483729194092,9.389821679558855,2,7.659793977370274,9.09115540527413,9.377427690854901,0,0.010328323919962301,damsire_target_enc
NOT FOR SALE,1,9.798127036878302,9.426940348406077,9.389821679558855,1,9.798127036878302,9.415673085947937,9.377427690854901,0,0.011267262458140692,damsire_target_enc
NOTEBOOK,1,10.819778284410283,9.519817734545349,9.389821679558855,1,10.819778284410283,9.50855047208721,9.377427690854901,0,0.011267262458138916,damsire_target_enc
NOTNOWCATO,5,8.702044971720904,9.160562776946204,9.389821679558855,5,8.702044971720904,9.152300117810235,9.377427690854901,0,0.00826265913596913,damsire_target_enc
NOVERRE,41,9.286201332569785,9.306519047665681,9.389821679558855,38,9.32184856006901,9.333427545649405,9.377427690854901,3,0.02690849798372419,damsire_target_enc
NUMEROUS,3,9.394968743051662,9.391009463441812,9.389821679558855,2,9.759646516310237,9.441130828430792,9.377427690854901,1,0.05012136498898023,damsire_target_enc
NUREYEV,29,9.45067732280001,9.435073311712534,9.389821679558855,27,9.48386952078554,9.455101458642124,9.377427690854901,2,0.020028146929590207,damsire_target_enc
OASIS DREAM,296,9.506077566609678,9.502278354614553,9.389821679558855,272,9.513010976325669,9.508203058401172,9.377427690854901,24,0.005924703786618579,damsire_target_enc
OBSERVATORY,47,9.577043482084454,9.544197551816804,9.389821679558855,42,9.64195038103203,9.591080632921043,9.377427690854901,5,0.04688308110423911,damsire_target_enc
OCEAN OF WISDOM,4,8.591105751941477,9.161617128811033,9.389821679558855,4,8.591105751941477,9.15276427973678,9.377427690854901,0,0.008852849074251878,damsire_target_enc
OCTAGONAL,7,8.659588276031963,9.089137336930136,9.389821679558855,6,8.396193023844399,9.009464690725963,9.377427690854901,1,0.07967264620417325,damsire_target_enc
OFFICER,3,9.223413943027277,9.351419894205414,9.389821679558855,3,9.223413943027277,9.341886056740835,9.377427690854901,0,0.00953383746457881,damsire_target_enc
OGYGIAN,5,9.002326405364983,9.260656588160897,9.389821679558855,5,9.002326405364983,9.252393929024928,9.377427690854901,0,0.00826265913596913,damsire_target_enc
OKAWANGO,2,9.30150115037316,9.375101591361238,9.389821679558855,1,8.294049640102028,9.278938777150096,9.377427690854901,1,0.09616281421114259,damsire_target_enc
OLD SPICE,1,8.922658299524402,9.347352281373905,9.389821679558855,1,8.922658299524402,9.336085018915766,9.377427690854901,0,0.011267262458138916,damsire_target_enc
OLD TRIESTE,1,8.699514748210191,9.327066503981705,9.389821679558855,1,8.699514748210191,9.315799241523564,9.377427690854901,0,0.011267262458140692,damsire_target_enc
OLDEN TIMES,5,9.820231706558113,9.53329168855861,9.389821679558855,4,9.64562133529105,9.454054446408085,9.377427690854901,1,0.07923724215052452,damsire_target_enc
OLYMPIC GLORY,5,8.297054300441749,9.02556588651982,9.389821679558855,5,8.297054300441749,9.01730322738385,9.377427690854901,0,0.00826265913596913,damsire_target_enc
ONE COOL CAT,29,9.397643685354865,9.395638042843068,9.389821679558855,27,9.360173769267364,9.364836991318048,9.377427690854901,2,0.03080105152501922,damsire_target_enc
OPENING VERSE,4,8.715649378494584,9.197201022111921,9.389821679558855,4,8.715649378494584,9.188348173037667,9.377427690854901,0,0.008852849074253655,damsire_target_enc
ORATORIO,46,9.290059895943973,9.307874500160917,9.389821679558855,46,9.290059895943973,9.305661287892352,9.377427690854901,0,0.002213212268564746,damsire_target_enc
ORIENTATE,4,8.991072867295964,9.275893447483742,9.389821679558855,4,8.991072867295964,9.26704059840949,9.377427690854901,0,0.008852849074251878,damsire_target_enc
ORPEN,15,9.206169680631586,9.279630480202494,9.389821679558855,14,9.205871774106972,9.277353406085277,9.377427690854901,1,0.002277074117216671,damsire_target_enc
OUR EMBLEM,3,8.449412883410227,9.172804265063018,9.389821679558855,3,8.449412883410227,9.163270427598437,9.377427690854901,0,0.009533837464580586,damsire_target_enc
OUT OF PLACE,3,8.705631127766258,9.231931552222102,9.389821679558855,2,9.257995461878345,9.357522319358809,9.377427690854901,1,0.12559076713670692,damsire_target_enc
OUTSTRIP,2,8.733084399629007,9.280365466237214,9.389821679558855,2,8.733084399629007,9.270037142317252,9.377427690854901,0,0.010328323919962301,damsire_target_enc
OVERBURY,3,9.22660376003266,9.35215600582204,9.389821679558855,2,8.71992574547032,9.267844033290805,9.377427690854901,1,0.08431197253123557,damsire_target_enc
OWINGTON,4,9.55440137829278,9.43684445062569,9.389821679558855,4,9.55440137829278,9.427991601551438,9.377427690854901,0,0.008852849074251878,damsire_target_enc
PACO BOY,13,9.249501402462794,9.310510218591517,9.389821679558855,12,9.224725468618244,9.294135569634905,9.377427690854901,1,0.016374648956611892,damsire_target_enc
PANIS,1,6.907755278982137,9.164179279506426,9.389821679558855,1,6.907755278982137,9.152912017048287,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PARIS HOUSE,7,9.11883973667975,9.278240879549813,9.389821679558855,5,9.0360171383685,9.263624173359434,9.377427690854901,2,0.014616706190379247,damsire_target_enc
PASSING GLANCE,1,10.308952660644293,9.473379041475713,9.389821679558855,1,10.308952660644293,9.462111779017574,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PASTORAL PURSUITS,28,9.579078071359492,9.529273757727745,9.389821679558855,28,9.579078071359492,9.526012181753021,9.377427690854901,0,0.0032615759747240958,damsire_target_enc
PEARL OF LOVE,2,8.555673711984301,9.25079701829643,9.389821679558855,2,8.555673711984301,9.240468694376467,9.377427690854901,0,0.010328323919962301,damsire_target_enc
PEER GYNT,1,6.907755278982137,9.164179279506426,9.389821679558855,1,6.907755278982137,9.152912017048287,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PEINTRE CELEBRE,112,9.381644208735361,9.382314493229089,9.389821679558855,102,9.355902413222186,9.357824313010822,9.377427690854901,10,0.0244901802182671,damsire_target_enc
PENNEKAMP,10,9.931565393949558,9.660693536754206,9.389821679558855,10,9.931565393949558,9.65449654240223,9.377427690854901,0,0.00619699435197596,damsire_target_enc
PENNINE WALK,1,8.006367567650246,9.2640531239308,9.389821679558855,1,8.006367567650246,9.25278586147266,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PENNY'S PICNIC,1,9.210340371976184,9.37350519705134,9.389821679558855,1,9.210340371976184,9.3622379345932,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PENTIRE,1,9.047821442478408,9.358730748915178,9.389821679558855,1,9.047821442478408,9.347463486457038,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PERFECT SOUL,3,9.846854540270996,9.495290801261657,9.389821679558855,3,9.846854540270996,9.485756963797076,9.377427690854901,0,0.009533837464580586,damsire_target_enc
PERRAULT,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PERSIAN BOLD,14,9.203427816538547,9.281091926130342,9.389821679558855,13,9.159848713202155,9.25444826870335,9.377427690854901,1,0.026643657426992817,damsire_target_enc
PERSIAN HEIGHTS,6,9.579844906081583,9.461080389504879,9.389821679558855,6,9.579844906081583,9.453334146564906,9.377427690854901,0,0.007746242939973058,damsire_target_enc
PERUGINO,12,9.466118746999877,9.431438261799412,9.389821679558855,11,9.409783259515313,9.394375845867497,9.377427690854901,1,0.03706241593191528,damsire_target_enc
PETARDIA,10,9.27703581743237,9.333428748495612,9.389821679558855,9,9.284446422483057,9.333383932152449,9.377427690854901,1,4.481634316277905e-05,damsire_target_enc
PETIONVILLE,1,10.373491181781864,9.479246179760947,9.389821679558855,1,10.373491181781864,9.467978917302807,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PETONG,9,8.771352174218723,9.096862440187214,9.389821679558855,8,8.71647864949904,9.083672561363407,9.377427690854901,1,0.013189878823807177,damsire_target_enc
PETORIUS,9,9.060118064609163,9.233646283003738,9.389821679558855,7,8.880695770357525,9.172891017708922,9.377427690854901,2,0.060755265294815786,damsire_target_enc
PHARLY,5,10.304053640397727,9.694565666505147,9.389821679558855,5,10.304053640397727,9.686303007369178,9.377427690854901,0,0.00826265913596913,damsire_target_enc
PHOENIX REACH,1,6.684611727667927,9.143893502114226,9.389821679558855,1,6.684611727667927,9.132626239656085,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PICCOLO,29,9.254476328446149,9.289180264628893,9.389821679558855,25,9.077911461489935,9.163487527022783,9.377427690854901,4,0.12569273760611033,damsire_target_enc
PINK,2,10.443541961087902,9.565441726480364,9.389821679558855,1,10.341742483467284,9.465092672001482,9.377427690854901,1,0.10034905447888143,damsire_target_enc
PIPS PRIDE,6,9.07303612127584,9.271027095202724,9.389821679558855,4,8.363146656560284,9.087633109627868,9.377427690854901,2,0.1833939855748561,damsire_target_enc
PIRATE ARMY,1,7.313220387090301,9.201039743879896,9.389821679558855,0,,9.377427690854901,,1,0.17638794697500515,damsire_target_enc
PISTOLET BLEU,1,9.740968623038354,9.421744128966083,9.389821679558855,1,9.740968623038354,9.410476866507942,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PIVOTAL,370,9.547635670293774,9.543482670537593,9.389821679558855,345,9.517620772107543,9.513671671227186,9.377427690854901,25,0.029810999310406316,damsire_target_enc
PLANTEUR,1,9.472704636443673,9.39735649382111,9.389821679558855,1,9.472704636443673,9.386089231362972,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PLATINI,11,9.827017085032749,9.618828796711847,9.389821679558855,9,9.597852258378172,9.481839328102765,9.377427690854901,2,0.136989468609082,damsire_target_enc
PLEASANT COLONY,7,9.211886263209266,9.316554155179613,9.389821679558855,7,9.211886263209266,9.309263573589051,9.377427690854901,0,0.007290581590561729,damsire_target_enc
PLEASANT TAP,2,9.680344001221918,9.4382420665027,9.389821679558855,2,9.680344001221918,9.427913742582737,9.377427690854901,0,0.010328323919962301,damsire_target_enc
PLEASANTLY PERFECT,1,9.903487552536127,9.436518577102243,9.389821679558855,1,9.903487552536127,9.425251314644102,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POET'S VOICE,15,9.291669820801449,9.330930564304412,9.389821679558855,15,9.291669820801449,9.32597296882283,9.377427690854901,0,0.004957595481581478,damsire_target_enc
POINT GIVEN,1,7.696212639346407,9.235857221357724,9.389821679558855,1,7.696212639346407,9.224589958899584,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POLAR FALCON,40,9.246989553027458,9.275555978333738,9.389821679558855,34,9.24675785498657,9.276455544956645,9.377427690854901,6,0.0008995666229072441,damsire_target_enc
POLIGLOTE,6,9.11310765254271,9.2860539194278,9.389821679558855,6,9.11310765254271,9.278307676487831,9.377427690854901,0,0.007746242939969505,damsire_target_enc
POLISH NAVY,1,9.903487552536127,9.436518577102243,9.389821679558855,1,9.903487552536127,9.425251314644102,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POLISH NUMBERS,7,8.785731812352061,9.14107879306194,9.389821679558855,7,8.785731812352061,9.13378821147138,9.377427690854901,0,0.0072905815905599525,damsire_target_enc
POLISH PATRIOT,5,8.925556079027457,9.235066479381722,9.389821679558855,5,8.925556079027457,9.226803820245753,9.377427690854901,0,0.00826265913596913,damsire_target_enc
POLISH PRECEDENT,62,9.129169675353884,9.165371342604576,9.389821679558855,58,9.114412794321076,9.15309145557605,9.377427690854901,4,0.01227988702852656,damsire_target_enc
POLITICAL AMBITION,1,9.998797732340453,9.445183138902637,9.389821679558855,1,9.998797732340453,9.433915876444496,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POSEN,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,damsire_target_enc
POSSE,1,8.85366542803745,9.341080202147818,9.389821679558855,1,8.85366542803745,9.329812939689678,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POTRILLON,1,9.95227771670556,9.440954046572193,9.389821679558855,1,9.95227771670556,9.429686784114052,9.377427690854901,0,0.011267262458140692,damsire_target_enc
POUR MOI,11,9.139882613791398,9.258901216537806,9.389821679558855,8,9.107362183950926,9.257398576675357,9.377427690854901,3,0.001502639862449584,damsire_target_enc
POWER,2,10.418297261126707,9.56123427648683,9.389821679558855,2,10.418297261126707,9.55090595256687,9.377427690854901,0,0.010328323919960525,damsire_target_enc
POWERSCOURT,2,11.093260619601214,9.673728169565914,9.389821679558855,2,11.093260619601214,9.663399845645953,9.377427690854901,0,0.010328323919960525,damsire_target_enc
PRECOCIOUS,2,8.942268656101042,9.315229508982553,9.389821679558855,2,8.942268656101042,9.304901185062592,9.377427690854901,0,0.010328323919960525,damsire_target_enc
PRESIDIUM,3,7.525216642663634,8.95952820950611,9.389821679558855,3,7.525216642663634,8.949994372041532,9.377427690854901,0,0.00953383746457881,damsire_target_enc
PRIME TIMBER,1,8.45531778769815,9.304866780298791,9.389821679558855,1,8.45531778769815,9.29359951784065,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PRIMO DOMINIE,34,9.319731231047669,9.335660878436576,9.389821679558855,32,9.255243710187244,9.284335134155734,9.377427690854901,2,0.05132574428084169,damsire_target_enc
PRIMO VALENTINO,4,8.403108831795757,9.107903723055113,9.389821679558855,4,8.403108831795757,9.09905087398086,9.377427690854901,0,0.008852849074253655,damsire_target_enc
PRINCE OF BIRDS,1,9.104979856318357,9.363926968355173,9.389821679558855,1,9.104979856318357,9.352659705897032,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PRINCE RUPERT,1,8.006367567650246,9.2640531239308,9.389821679558855,1,8.006367567650246,9.25278586147266,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PRINCE SABO,9,9.043306317087493,9.225682823651368,9.389821679558855,9,9.043306317087493,9.219159671701918,9.377427690854901,0,0.006523151949449968,damsire_target_enc
PRINCELY HEIR,1,9.305650551780507,9.382169758851733,9.389821679558855,1,9.305650551780507,9.370902496393592,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PRIOLO,20,9.487149772922916,9.454707075134896,9.389821679558855,19,9.470782548504213,9.438591218280312,9.377427690854901,1,0.01611585685458472,damsire_target_enc
PRIVATE ACCOUNT,10,9.65932438590546,9.524573032732158,9.389821679558855,8,9.598283594247793,9.47558587014063,9.377427690854901,2,0.04898716259152813,damsire_target_enc
PRIVATE TERMS,2,7.992282129166899,9.156898421160195,9.389821679558855,2,7.992282129166899,9.146570097240234,9.377427690854901,0,0.010328323919960525,damsire_target_enc
PRIZED,1,9.740968623038354,9.421744128966083,9.389821679558855,1,9.740968623038354,9.410476866507942,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PROCLAMATION,5,9.100531004658944,9.293391454592218,9.389821679558855,4,9.060881121787277,9.286985813978436,9.377427690854901,1,0.006405640613781571,damsire_target_enc
PROFITABLE,1,11.127262984158243,9.547770889067891,9.389821679558855,1,11.127262984158243,9.53650362660975,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PROSPECT BAY,1,9.680344001221918,9.416232799710043,9.389821679558855,1,9.680344001221918,9.404965537251904,9.377427690854901,0,0.011267262458138916,damsire_target_enc
PROTEKTOR,1,10.085809109330082,9.453093264083513,9.389821679558855,1,10.085809109330082,9.441826001625373,9.377427690854901,0,0.011267262458140692,damsire_target_enc
PROUD CITIZEN,5,9.708915335863619,9.496186231660442,9.389821679558855,4,9.787978687636988,9.494727975649782,9.377427690854901,1,0.0014582560106592979,damsire_target_enc
PUISSANCE,4,8.488845019577465,9.132399776707029,9.389821679558855,4,8.488845019577465,9.123546927632777,9.377427690854901,0,0.008852849074251878,damsire_target_enc
PULLING PUNCHES,2,9.927882634620843,9.47949850540252,9.389821679558855,2,9.927882634620843,9.469170181482559,9.377427690854901,0,0.010328323919960525,damsire_target_enc
PULPIT,12,9.442677269269408,9.418652001219156,9.389821679558855,10,9.446617875187616,9.412022783021259,9.377427690854901,2,0.006629218197897302,damsire_target_enc
PURSUIT OF LOVE,44,9.191208764996794,9.22798893436014,9.389821679558855,40,9.15050568148025,9.195890083355183,9.377427690854901,4,0.032098851004956686,damsire_target_enc
PYRAMUS,1,11.289781913656018,9.562545337204051,9.389821679558855,1,11.289781913656018,9.55127807474591,9.377427690854901,0,0.011267262458140692,damsire_target_enc
QUALITY ROAD,2,9.615805480084347,9.427485646313103,9.389821679558855,1,9.615805480084347,9.39909839896667,9.377427690854901,1,0.028387247346433497,damsire_target_enc
QUEST FOR FAME,6,9.656976258990754,9.490004646845819,9.389821679558855,6,9.656976258990754,9.482258403905846,9.377427690854901,0,0.007746242939973058,damsire_target_enc
QUIET AMERICAN,14,9.469362731769044,9.436220626681466,9.389821679558855,13,9.329330487008509,9.35024231476781,9.377427690854901,1,0.08597831191365657,damsire_target_enc
RAHY,69,9.46690632073925,9.457148771222744,9.389821679558855,64,9.440579531783024,9.43204549922517,9.377427690854901,5,0.02510327199757434,damsire_target_enc
RAIL LINK,8,9.024879533585114,9.227625170237193,9.389821679558855,8,9.024879533585114,9.220739620957218,9.377427690854901,0,0.006885549279974867,damsire_target_enc
RAINBOW QUEST,157,9.416793935605739,9.41517883045323,9.389821679558855,148,9.378705693773327,9.378624807512667,9.377427690854901,9,0.03655402294056387,damsire_target_enc
RAINBOWS FOR LIFE,3,9.367008248391429,9.38455704159714,9.389821679558855,3,9.367008248391429,9.375023204132562,9.377427690854901,0,0.00953383746457881,damsire_target_enc
RAISE A GRAND,11,8.340497948474582,8.84017591565757,9.389821679558855,9,8.398684563234312,8.913812525139884,9.377427690854901,2,0.07363660948231399,damsire_target_enc
RAKTI,6,9.65065877174246,9.487635589127708,9.389821679558855,6,9.65065877174246,9.479889346187736,9.377427690854901,0,0.007746242939971282,damsire_target_enc
RAMBO DANCER,1,7.313220387090301,9.201039743879896,9.389821679558855,1,7.313220387090301,9.189772481421755,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RAMONTI,2,8.954927560093186,9.317339326314576,9.389821679558855,2,8.954927560093186,9.307011002394615,9.377427690854901,0,0.010328323919960525,damsire_target_enc
RANSOM O'WAR,1,8.006367567650246,9.2640531239308,9.389821679558855,1,8.006367567650246,9.25278586147266,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RAPHANE,1,8.006367567650246,9.2640531239308,9.389821679558855,1,8.006367567650246,9.25278586147266,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RAVEN'S PASS,44,9.654092167878462,9.605153188560015,9.389821679558855,43,9.648292275212004,9.597185749861607,9.377427690854901,1,0.007967438698408102,damsire_target_enc
REAL QUIET,1,10.308952660644293,9.473379041475713,9.389821679558855,1,10.308952660644293,9.462111779017574,9.377427690854901,0,0.011267262458138916,damsire_target_enc
RECKLESS ABANDON,1,12.691580461311874,9.689981568809129,9.389821679558855,1,12.691580461311874,9.67871430635099,9.377427690854901,0,0.011267262458138916,damsire_target_enc
RED CLUBS,20,9.776345362615219,9.647504134929765,9.389821679558855,17,9.7481684862563,9.610857080552078,9.377427690854901,3,0.03664705437768667,damsire_target_enc
RED JAZZ,1,9.210340371976184,9.37350519705134,9.389821679558855,1,9.210340371976184,9.3622379345932,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RED RANSOM,80,9.406058364133832,9.404254288069946,9.389821679558855,77,9.438851818106288,9.431791573594635,9.377427690854901,3,0.027537285524688926,damsire_target_enc
RED ROCKS,2,8.920431124349712,9.311589920357331,9.389821679558855,0,,9.377427690854901,,2,0.06583777049756989,damsire_target_enc
RED SUNSET,2,8.261780379533242,9.201814796221253,9.389821679558855,2,8.261780379533242,9.19148647230129,9.377427690854901,0,0.010328323919962301,damsire_target_enc
REDATTORE,1,9.472704636443673,9.39735649382111,9.389821679558855,1,9.472704636443673,9.386089231362972,9.377427690854901,0,0.011267262458138916,damsire_target_enc
REDBACK,17,9.312133518200989,9.340906911296495,9.389821679558855,16,9.462407158152168,9.42972274765322,9.377427690854901,1,0.08881583635672463,damsire_target_enc
REDOUTE'S CHOICE,27,9.44038471347126,9.426719028630071,9.389821679558855,27,9.44038471347126,9.423369301953327,9.377427690854901,0,0.003349726676743714,damsire_target_enc
REEL BUDDY,6,8.61911039000281,9.100804945975337,9.389821679558855,6,8.61911039000281,9.093058703035368,9.377427690854901,0,0.007746242939969505,damsire_target_enc
REFERENCE POINT,5,9.277241575809716,9.352294978309143,9.389821679558855,4,9.493593800822543,9.410618007988514,9.377427690854901,1,0.05832302967937153,damsire_target_enc
REFUSE TO BEND,43,9.284371715710991,9.304267935304928,9.389821679558855,42,9.298296881603868,9.313514344921375,9.377427690854901,1,0.009246409616446627,damsire_target_enc
REGAL AND ROYAL,1,11.082142548877775,9.54366903131512,9.389821679558855,0,,9.377427690854901,,1,0.16624134046021943,damsire_target_enc
REGAL CLASSIC,2,8.954927560093187,9.317339326314578,9.389821679558855,2,8.954927560093187,9.307011002394615,9.377427690854901,0,0.010328323919962301,damsire_target_enc
RELAUNCH,1,8.006367567650246,9.2640531239308,9.389821679558855,1,8.006367567650246,9.25278586147266,9.377427690854901,0,0.011267262458140692,damsire_target_enc
REPRIMAND,5,8.183100668561863,8.987581342559857,9.389821679558855,5,8.183100668561863,8.97931868342389,9.377427690854901,0,0.008262659135967354,damsire_target_enc
REQUINTO,3,9.737353184613651,9.470021257648424,9.389821679558855,3,9.737353184613651,9.460487420183844,9.377427690854901,0,0.009533837464580586,damsire_target_enc
RESET,2,9.994648330933105,9.490626121454563,9.389821679558855,2,9.994648330933105,9.480297797534602,9.377427690854901,0,0.010328323919960525,damsire_target_enc
REVOQUE,22,9.22755982287834,9.278266653091002,9.389821679558855,21,9.261386805328916,9.298819349046976,9.377427690854901,1,0.020552695955974087,damsire_target_enc
RIDGEWOOD BEN,1,11.156250521031495,9.550406119692731,9.389821679558855,1,11.156250521031495,9.539138857234592,9.377427690854901,0,0.011267262458138916,damsire_target_enc
RIP VAN WINKLE,21,9.358438974259142,9.368562427581631,9.389821679558855,18,9.405205237887358,9.395284685375767,9.377427690854901,3,0.02672225779413573,damsire_target_enc
RISEN STAR,1,10.239959789157341,9.467106962249627,9.389821679558855,1,10.239959789157341,9.455839699791486,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RISK ME,1,8.517193191416238,9.310491817000436,9.389821679558855,1,8.517193191416238,9.299224554542295,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RIVER MIST,2,11.425748771397839,9.729142861532019,9.389821679558855,2,11.425748771397839,9.718814537612056,9.377427690854901,0,0.010328323919962301,damsire_target_enc
RIVERMAN,15,9.363622523882068,9.374102186152783,9.389821679558855,12,9.186924992725844,9.273517128239051,9.377427690854901,3,0.10058505791373129,damsire_target_enc
ROAR,2,7.422564987572716,9.061945564227832,9.389821679558855,2,7.422564987572716,9.05161724030787,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ROBELLINO,23,8.85677689163313,9.018305615246987,9.389821679558855,21,8.858055092318564,9.02559464023351,9.377427690854901,2,0.007289024986523174,damsire_target_enc
ROBERTO,2,8.180520914784355,9.188271552096438,9.389821679558855,2,8.180520914784355,9.177943228176476,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ROBIN DES PINS,1,8.070906088787819,9.269920262216035,9.389821679558855,1,8.070906088787819,9.258652999757894,9.377427690854901,0,0.011267262458140692,damsire_target_enc
ROCK HARD TEN,6,9.895622572068968,9.579497014250148,9.389821679558855,6,9.895622572068968,9.571750771310176,9.377427690854901,0,0.007746242939971282,damsire_target_enc
ROCK HOPPER,2,8.640623230382,9.264955271362712,9.389821679558855,2,8.640623230382,9.25462694744275,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ROCK OF GIBRALTAR,109,9.063411782434624,9.090841185554307,9.389821679558855,102,9.07038841095703,9.097802632376483,9.377427690854901,7,0.006961446822176143,damsire_target_enc
RODERIC O'CONNOR,10,9.791107943415282,9.59046481148707,9.389821679558855,10,9.791107943415282,9.58426781713509,9.377427690854901,0,0.006196994351979512,damsire_target_enc
RODRIGO DE TRIANO,1,8.922658299524402,9.347352281373905,9.389821679558855,1,8.922658299524402,9.336085018915766,9.377427690854901,0,0.011267262458138916,damsire_target_enc
ROI DANZIG,4,9.283078302306034,9.359323571772336,9.389821679558855,4,9.283078302306034,9.35047072269808,9.377427690854901,0,0.008852849074255431,damsire_target_enc
ROMAN RULER,2,8.911421871598373,9.310088378232107,9.389821679558855,1,8.517193191416238,9.299224554542295,9.377427690854901,1,0.01086382368981198,damsire_target_enc
RON'S VICTORY,1,9.392661928770137,9.390079884032609,9.389821679558855,1,9.392661928770137,9.378812621574468,9.377427690854901,0,0.011267262458140692,damsire_target_enc
ROSSINI,9,8.666645667702715,9.04726462131121,9.389821679558855,9,8.666645667702715,9.040741469361759,9.377427690854901,0,0.006523151949451744,damsire_target_enc
ROUSILLON,6,9.476054316086586,9.422158918256754,9.389821679558855,6,9.476054316086586,9.414412675316782,9.377427690854901,0,0.007746242939971282,damsire_target_enc
ROY,1,9.104979856318357,9.363926968355173,9.389821679558855,0,,9.377427690854901,,1,0.013500722499728113,damsire_target_enc
ROYAL ABJAR,4,9.732192799808436,9.487641999630165,9.389821679558855,3,9.845369756821201,9.48541432146251,9.377427690854901,1,0.0022276781676549007,damsire_target_enc
ROYAL ACADEMY,89,9.290401959799873,9.300444355735124,9.389821679558855,79,9.28100700604221,9.291840790852625,9.377427690854901,10,0.008603564882498915,damsire_target_enc
ROYAL AND REGAL,2,8.108970492964017,9.176346481793049,9.389821679558855,2,8.108970492964017,9.166018157873088,9.377427690854901,0,0.010328323919960525,damsire_target_enc
ROYAL ANTHEM,2,9.927882634620843,9.47949850540252,9.389821679558855,2,9.927882634620843,9.469170181482559,9.377427690854901,0,0.010328323919960525,damsire_target_enc
ROYAL APPLAUSE,177,9.06185463264743,9.079392977402051,9.389821679558855,159,9.041099659666841,9.061000726601046,9.377427690854901,18,0.01839225080100526,damsire_target_enc
ROYAL SOLO,1,9.546812608597396,9.404093582198723,9.389821679558855,1,9.546812608597396,9.392826319740582,9.377427690854901,0,0.011267262458140692,damsire_target_enc
RUBIANO,2,8.587942972553087,9.256175228391227,9.389821679558855,2,8.587942972553087,9.245846904471266,9.377427690854901,0,0.010328323919960525,damsire_target_enc
RUDIMENTARY,14,8.89513455348484,9.101254189349014,9.389821679558855,12,9.263555024454325,9.315315327363678,9.377427690854901,2,0.21406113801466375,damsire_target_enc
RUNAWAY GROOM,1,9.392661928770137,9.390079884032609,9.389821679558855,1,9.392661928770137,9.378812621574468,9.377427690854901,0,0.011267262458140692,damsire_target_enc
