entity,n_with,mean_target_with,enc_with,global_mean_with,n_without,mean_target_without,enc_without,global_mean_without,obs_gained,enc_abs_diff,entity_col
STRONG HOPE,2,8.35294115793022,9.217008259287416,9.389821679558855,2,8.35294115793022,9.206679935367454,9.377427690854901,0,0.010328323919962301,sire_target_enc
STUDY OF MAN,17,9.803679665766674,9.650398930134148,9.389821679558855,16,9.768066446015727,9.617820770953871,9.377427690854901,1,0.032578159180276955,sire_target_enc
STYLE VENDOME,2,9.046088338490165,9.33253278938074,9.389821679558855,2,9.046088338490165,9.322204465460779,9.377427690854901,0,0.010328323919962301,sire_target_enc
SUAVE PROSPECT,1,7.438383530044307,9.212418211421168,9.389821679558855,1,7.438383530044307,9.20115094896303,9.377427690854901,0,0.011267262458138916,sire_target_enc
SUCCESSFUL APPEAL,4,9.066499335750292,9.297443867042123,9.389821679558855,3,9.480650444048292,9.401248326207222,9.377427690854901,1,0.10380445916509906,sire_target_enc
SULAMANI,4,8.174036148827218,9.042454385064103,9.389821679558855,3,7.796831347842789,9.012674688621336,9.377427690854901,1,0.029779696442766124,sire_target_enc
SUMMER FRONT,1,9.852194258148577,9.431855550339739,9.389821679558855,1,9.852194258148577,9.420588287881598,9.377427690854901,0,0.011267262458140692,sire_target_enc
SUPER SAVER,4,8.640623230382001,9.17576497979404,9.389821679558855,4,8.640623230382001,9.166912130719785,9.377427690854901,0,0.008852849074255431,sire_target_enc
SUPERIOR PREMIUM,1,10.221941283654663,9.465468916294837,9.389821679558855,1,10.221941283654663,9.454201653836698,9.377427690854901,0,0.011267262458138916,sire_target_enc
SUPREMACY,5,9.456268482191085,9.411970613769599,9.389821679558855,5,9.456268482191085,9.40370795463363,9.377427690854901,0,0.00826265913596913,sire_target_enc
SURE BLADE,1,8.922658299524402,9.347352281373905,9.389821679558855,1,8.922658299524402,9.336085018915766,9.377427690854901,0,0.011267262458138916,sire_target_enc
SWAIN,5,9.022018664004495,9.26722067437407,9.389821679558855,5,9.022018664004495,9.258958015238099,9.377427690854901,0,0.008262659135970907,sire_target_enc
SWISS SPIRIT,30,8.876640006668035,9.004935424890741,9.389821679558855,28,8.906077654745229,9.030117137931983,9.377427690854901,2,0.02518171304124195,sire_target_enc
T H APPROVAL,1,8.85366542803745,9.341080202147818,9.389821679558855,1,8.85366542803745,9.329812939689678,9.377427690854901,0,0.011267262458140692,sire_target_enc
TAGULA,46,8.781702159560794,8.89029493098902,9.389821679558855,42,8.861755070202205,8.960922881866185,9.377427690854901,4,0.07062795087716545,sire_target_enc
TAKE RISKS,1,8.699514748210191,9.327066503981705,9.389821679558855,1,8.699514748210191,9.315799241523564,9.377427690854901,0,0.011267262458140692,sire_target_enc
TALE OF THE CAT,5,9.43666111279082,9.40543482396951,9.389821679558855,3,9.085442555495712,9.31004650577201,9.377427690854901,2,0.09538831819749838,sire_target_enc
TAMARKUZ,3,8.249539175893853,9.12667956332847,9.389821679558855,3,8.249539175893853,9.11714572586389,9.377427690854901,0,0.00953383746457881,sire_target_enc
TAMAYUZ,71,9.42609277500668,9.421614861988429,9.389821679558855,68,9.442405902487385,9.434075362534504,9.377427690854901,3,0.012460500546074726,sire_target_enc
TAPIT,4,9.514439203057306,9.425426686272699,9.389821679558855,3,9.11444634782559,9.316739688617368,9.377427690854901,1,0.1086869976553313,sire_target_enc
TASLEET,14,8.659246528353302,8.963652841355616,9.389821679558855,12,8.759279645498992,9.040256029751678,9.377427690854901,2,0.07660318839606184,sire_target_enc
TELESCOPE,2,8.324361951010246,9.212245058134087,9.389821679558855,2,8.324361951010246,9.201916734214125,9.377427690854901,0,0.010328323919962301,sire_target_enc
TEMPLE CITY,1,11.225243392518447,9.556678198918819,9.389821679558855,1,11.225243392518447,9.545410936460678,9.377427690854901,0,0.011267262458140692,sire_target_enc
TEN MOST WANTED,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,sire_target_enc
TEN SOVEREIGNS,26,9.624058464913402,9.558992691203805,9.389821679558855,24,9.498782411659901,9.463089846717253,9.377427690854901,2,0.0959028444865524,sire_target_enc
TEOFILO,120,9.425477176204073,9.422734445692901,9.389821679558855,107,9.345978470811763,9.348666438336817,9.377427690854901,13,0.07406800735608421,sire_target_enc
TERRITORIES,53,9.688449068480768,9.641047895636019,9.389821679558855,47,9.709003688793759,9.650832461085187,9.377427690854901,6,0.00978456544916817,sire_target_enc
THE CARBON UNIT,2,10.47320469413031,9.570385515320764,9.389821679558855,1,10.819778284410283,9.50855047208721,9.377427690854901,1,0.06183504323355393,sire_target_enc
THE FACTOR,6,9.439902149159325,9.408601855659033,9.389821679558855,6,9.439902149159325,9.40085561271906,9.377427690854901,0,0.007746242939973058,sire_target_enc
THE GREY GATSBY,1,11.156250521031495,9.550406119692731,9.389821679558855,1,11.156250521031495,9.539138857234592,9.377427690854901,0,0.011267262458138916,sire_target_enc
THE GURKHA,9,9.340346832989086,9.366386225920543,9.389821679558855,9,9.340346832989086,9.359863073971093,9.377427690854901,0,0.006523151949449968,sire_target_enc
THE IRISH ROVER,1,11.982929094215963,9.625558717254956,9.389821679558855,1,11.982929094215963,9.614291454796815,9.377427690854901,0,0.011267262458140692,sire_target_enc
THE LAST LION,10,9.190692741552928,9.290257210555891,9.389821679558855,9,9.009683236790998,9.203232949456211,9.377427690854901,1,0.08702426109968009,sire_target_enc
THE WOW SIGNAL,1,10.085809109330082,9.453093264083513,9.389821679558855,1,10.085809109330082,9.441826001625373,9.377427690854901,0,0.011267262458140692,sire_target_enc
THEATRICAL,1,8.006367567650246,9.2640531239308,9.389821679558855,0,,9.377427690854901,,1,0.11337456692410086,sire_target_enc
THEWAYYOUARE,16,9.401702178883706,9.397132756066457,9.389821679558855,15,9.330942101444517,9.34953633720867,9.377427690854901,1,0.047596418857786205,sire_target_enc
THOUSAND WORDS,9,8.800495649701835,9.110667244363425,9.389821679558855,9,8.800495649701835,9.104144092413975,9.377427690854901,0,0.006523151949449968,sire_target_enc
THREAT,1,8.294049640102028,9.290206039608234,9.389821679558855,1,8.294049640102028,9.278938777150096,9.377427690854901,0,0.011267262458138916,sire_target_enc
THREE VALLEYS,30,8.989366575851262,9.08948035177816,9.389821679558855,29,9.061146275743303,9.142244074489867,9.377427690854901,1,0.05276372271170615,sire_target_enc
THREE WONDERS,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,sire_target_enc
THUNDER GULCH,4,8.345898438688545,9.091557896453052,9.389821679558855,4,8.345898438688545,9.082705047378798,9.377427690854901,0,0.008852849074253655,sire_target_enc
TIGER HILL,55,8.794147637242018,8.885789797598454,9.389821679558855,49,8.754443376219188,8.86003393802185,9.377427690854901,6,0.025755859576603868,sire_target_enc
TILLERMAN,1,11.156250521031495,9.550406119692731,9.389821679558855,1,11.156250521031495,9.539138857234592,9.377427690854901,0,0.011267262458138916,sire_target_enc
TIME TEST,43,9.300282954517575,9.317177053581968,9.389821679558855,40,9.342706557099183,9.349650783850327,9.377427690854901,3,0.03247373026835909,sire_target_enc
TITUS LIVIUS,13,8.861970300754194,9.091470900234482,9.389821679558855,10,8.591066669615781,8.984247180235341,9.377427690854901,3,0.1072237199991406,sire_target_enc
TIZNOW,4,7.989119349778509,8.989621013907328,9.389821679558855,4,7.989119349778509,8.980768164833075,9.377427690854901,0,0.008852849074253655,sire_target_enc
TOBOUGG,30,9.02149071500711,9.113573456145046,9.389821679558855,27,8.89496853966329,9.025362904850212,9.377427690854901,3,0.0882105512948339,sire_target_enc
TOCCET,1,11.407564949312402,9.573252885900088,9.389821679558855,1,11.407564949312402,9.561985623441947,9.377427690854901,0,0.011267262458140692,sire_target_enc
TOMBA,4,10.06758241662806,9.58346760443577,9.389821679558855,3,9.945404620971315,9.508499290112535,9.377427690854901,1,0.07496831432323425,sire_target_enc
TONALIST,1,9.433483923290392,9.39379097444354,9.389821679558855,1,9.433483923290392,9.382523711985401,9.377427690854901,0,0.011267262458138916,sire_target_enc
TOO DARN HOT,36,9.730177733061494,9.656187286647876,9.389821679558855,34,9.78234373003946,9.690317357497515,9.377427690854901,2,0.03413007084963837,sire_target_enc
TORONADO,28,9.36457715194301,9.371220448684022,9.389821679558855,26,9.366350586384016,9.36942755984815,9.377427690854901,2,0.0017928888358724748,sire_target_enc
TRADE FAIR,16,8.997537678315242,9.148416140332015,9.389821679558855,13,8.942651866509884,9.131684833616413,9.377427690854901,3,0.0167313067156023,sire_target_enc
TRADITIONALLY,1,9.798127036878302,9.426940348406077,9.389821679558855,1,9.798127036878302,9.415673085947937,9.377427690854901,0,0.011267262458140692,sire_target_enc
TRANS ISLAND,7,9.381681444533825,9.38646981807796,9.389821679558855,6,9.331904351752476,9.360356438691491,9.377427690854901,1,0.026113379386469404,sire_target_enc
TREMPOLINO,1,9.680344001221918,9.416232799710043,9.389821679558855,1,9.680344001221918,9.404965537251904,9.377427690854901,0,0.011267262458138916,sire_target_enc
TWILIGHT SON,40,9.058116093354876,9.124457210595672,9.389821679558855,37,9.097047097382498,9.156702542802158,9.377427690854901,3,0.032245332206485955,sire_target_enc
TWIRLING CANDY,4,9.944017264905236,9.548163275372106,9.389821679558855,4,9.944017264905236,9.539310426297854,9.377427690854901,0,0.008852849074251878,sire_target_enc
TWO PUNCH,1,9.159047077588632,9.368842170288836,9.389821679558855,1,9.159047077588632,9.357574907830696,9.377427690854901,0,0.011267262458140692,sire_target_enc
U S NAVY FLAG,14,9.044249071040289,9.188237657923025,9.389821679558855,12,9.400331369716648,9.389920606597672,9.377427690854901,2,0.2016829486746463,sire_target_enc
U S RANGER,1,9.903487552536127,9.436518577102243,9.389821679558855,1,9.903487552536127,9.425251314644102,9.377427690854901,0,0.011267262458140692,sire_target_enc
UBETTABELIEVEIT,1,9.615805480084347,9.410365661424809,9.389821679558855,1,9.615805480084347,9.39909839896667,9.377427690854901,0,0.011267262458138916,sire_target_enc
ULYSSES,55,9.392987159370279,9.392500162476212,9.389821679558855,53,9.417167995345041,9.410860010505337,9.377427690854901,2,0.018359848029124493,sire_target_enc
UNCLE MO,3,11.339300145097065,9.839701325452289,9.389821679558855,3,11.339300145097065,9.830167487987708,9.377427690854901,0,0.009533837464580586,sire_target_enc
UNFORTUNATELY,2,9.478587057233467,9.40461590917129,9.389821679558855,2,9.478587057233467,9.394287585251329,9.377427690854901,0,0.010328323919962301,sire_target_enc
UNIFIED,1,7.600902459542082,9.22719265955733,9.389821679558855,0,,9.377427690854901,,1,0.1502350312975711,sire_target_enc
UNION RAGS,3,9.502163284427484,9.415746665297771,9.389821679558855,3,9.502163284427484,9.40621282783319,9.377427690854901,0,0.009533837464580586,sire_target_enc
UNIVERSAL,8,7.954256551678542,8.751792733834272,9.389821679558855,7,8.103756733492315,8.8529749437056,9.377427690854901,1,0.10118220987132887,sire_target_enc
VADAMOS,13,9.507049213530085,9.456080720499116,9.389821679558855,13,9.507049213530085,9.450692029758265,9.377427690854901,0,0.005388690740851132,sire_target_enc
VAL ROYAL,10,9.08496154758512,9.237391613571988,9.389821679558855,10,9.08496154758512,9.23119461922001,9.377427690854901,0,0.006196994351977736,sire_target_enc
VALE OF YORK,15,9.120824553170177,9.22842340372565,9.389821679558855,15,9.120824553170177,9.223465808244066,9.377427690854901,0,0.004957595481583255,sire_target_enc
VAN NISTELROOY,7,9.734045204872569,9.531560778217443,9.389821679558855,7,9.734045204872569,9.524270196626881,9.377427690854901,0,0.007290581590561729,sire_target_enc
VERGLAS,42,9.446529792714868,9.435624386338713,9.389821679558855,40,9.424314849923412,9.414937418109709,9.377427690854901,2,0.020686968229004066,sire_target_enc
VETTORI,2,8.49678219415611,9.240981765325065,9.389821679558855,2,8.49678219415611,9.230653441405103,9.377427690854901,0,0.010328323919962301,sire_target_enc
VICTOR LUDORUM,1,9.680344001221918,9.416232799710043,9.389821679558855,1,9.680344001221918,9.404965537251904,9.377427690854901,0,0.011267262458138916,sire_target_enc
VINDICATION,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,sire_target_enc
VINO ROSSO,1,9.903487552536127,9.436518577102243,9.389821679558855,1,9.903487552536127,9.425251314644102,9.377427690854901,0,0.011267262458140692,sire_target_enc
VIRTUAL,6,8.972654229425006,9.233383885758663,9.389821679558855,5,8.906054964953906,9.220303448887902,9.377427690854901,1,0.013080436870760437,sire_target_enc
VISION D'ETAT,1,6.684611727667927,9.143893502114226,9.389821679558855,1,6.684611727667927,9.132626239656085,9.377427690854901,0,0.011267262458140692,sire_target_enc
VITA ROSA,1,8.517193191416238,9.310491817000436,9.389821679558855,1,8.517193191416238,9.299224554542295,9.377427690854901,0,0.011267262458140692,sire_target_enc
VITAL EQUINE,2,9.54425505826401,9.415560576009716,9.389821679558855,2,9.54425505826401,9.405232252089753,9.377427690854901,0,0.010328323919962301,sire_target_enc
VOCALISED,11,8.746342792905558,9.052761310359509,9.389821679558855,11,8.746342792905558,9.046859410976674,9.377427690854901,0,0.005901899382834586,sire_target_enc
WALDGEIST,9,9.031786491590289,9.220226064205324,9.389821679558855,9,9.031786491590289,9.213702912255874,9.377427690854901,0,0.006523151949449968,sire_target_enc
WAR CHANT,7,9.351597146642026,9.374082166004868,9.389821679558855,7,9.351597146642026,9.366791584414306,9.377427690854901,0,0.007290581590561729,sire_target_enc
WAR COMMAND,21,9.109692665610108,9.200056863658089,9.389821679558855,16,9.26497551386476,9.30822635116866,9.377427690854901,5,0.10816948751057076,sire_target_enc
WAR FRONT,40,10.00832372425437,9.884623315315267,9.389821679558855,35,10.008758029586495,9.868462398757252,9.377427690854901,5,0.01616091655801455,sire_target_enc
WASHINGTON DC,6,9.387966782609022,9.389126093202668,9.389821679558855,6,9.387966782609022,9.381379850262697,9.377427690854901,0,0.007746242939971282,sire_target_enc
WEEKEND CRUISE,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,sire_target_enc
WESTERNER,2,10.746687029321244,9.615965904519253,9.389821679558855,1,10.308952660644293,9.462111779017574,9.377427690854901,1,0.1538541255016792,sire_target_enc
WHERE OR WHEN,6,8.957511591182515,9.227705396417727,9.389821679558855,6,8.957511591182515,9.219959153477756,9.377427690854901,0,0.007746242939971282,sire_target_enc
WHIPPER,25,9.843275022225873,9.71371692432101,9.389821679558855,24,9.890931700309858,9.739901109293696,9.377427690854901,1,0.026184184972684932,sire_target_enc
WILD EVENT,1,6.684611727667927,9.143893502114226,9.389821679558855,0,,9.377427690854901,,1,0.23353418874067522,sire_target_enc
WINDSOR KNOT,4,10.889436093643123,9.81828294072579,9.389821679558855,3,10.64983624326598,9.671060433718996,9.377427690854901,1,0.14722250700679496,sire_target_enc
WINGS OF EAGLES,1,10.545341438708522,9.494868930390643,9.389821679558855,1,10.545341438708522,9.483601667932502,9.377427690854901,0,0.011267262458140692,sire_target_enc
WINKER WATSON,4,9.42858177376013,9.40089599218779,9.389821679558855,2,9.825160647513439,9.45204985029799,9.377427690854901,2,0.0511538581102009,sire_target_enc
WISEMAN'S FERRY,3,10.173797624608238,9.570739205339482,9.389821679558855,2,9.556913962256155,9.407342069421777,9.377427690854901,1,0.16339713591770533,sire_target_enc
WITH APPROVAL,6,9.65701739940319,9.490020074500482,9.389821679558855,6,9.65701739940319,9.482273831560509,9.377427690854901,0,0.007746242939973058,sire_target_enc
WITHOUT PAROLE,10,9.09647871021938,9.243150194889116,9.389821679558855,10,9.09647871021938,9.23695320053714,9.377427690854901,0,0.00619699435197596,sire_target_enc
WOODED,3,8.384694211929908,9.157869187029098,9.389821679558855,2,9.123163678403793,9.335050355446382,9.377427690854901,1,0.1771811684172846,sire_target_enc
WOOTTON BASSETT,74,10.110834501095317,10.024999641388595,9.389821679558855,68,10.091455295219301,9.999913294659763,9.377427690854901,6,0.025086346728832254,sire_target_enc
WORTHADD,3,8.921173516074608,9.281672103370182,9.389821679558855,2,9.469737268683765,9.392812620493045,9.377427690854901,1,0.11114051712286255,sire_target_enc
XAAR,7,8.916401733853087,9.19488405485648,9.389821679558855,7,8.916401733853087,9.18759347326592,9.377427690854901,0,0.0072905815905599525,sire_target_enc
XTENSION,4,10.006845871975463,9.5661143059636,9.389821679558855,3,9.980524792857258,9.516603945163137,9.377427690854901,1,0.049510360800463005,sire_target_enc
YEATS,5,9.147740395888968,9.309127918335559,9.389821679558855,5,9.147740395888968,9.30086525919959,9.377427690854901,0,0.00826265913596913,sire_target_enc
YES IT'S TRUE,4,7.630348218456178,8.88711497638666,9.389821679558855,4,7.630348218456178,8.878262127312409,9.377427690854901,0,0.008852849074251878,sire_target_enc
YOUMZAIN,12,9.175323839320678,9.272822857610759,9.389821679558855,12,9.175323839320678,9.267189226381689,9.377427690854901,0,0.005633631229070346,sire_target_enc
ZAFEEN,5,9.205276810379326,9.328306723165678,9.389821679558855,5,9.205276810379326,9.320044064029709,9.377427690854901,0,0.00826265913596913,sire_target_enc
ZAHA,1,8.987196820661973,9.353219419659139,9.389821679558855,1,8.987196820661973,9.341952157201,9.377427690854901,0,0.011267262458138916,sire_target_enc
ZAMBEZI SUN,2,9.492997276501214,9.407017612382582,9.389821679558855,1,9.305650551780507,9.370902496393592,9.377427690854901,1,0.03611511598898964,sire_target_enc
ZAMINDAR,47,9.263664761817175,9.285797554403436,9.389821679558855,45,9.322162037905846,9.332210338442037,9.377427690854901,2,0.046412784038601274,sire_target_enc
ZARAK,13,10.70572096425654,10.13359084047494,9.389821679558855,12,10.450846272646528,9.962928735468516,9.377427690854901,1,0.1706621050064232,sire_target_enc
ZEBEDEE,101,9.246187214394608,9.259127256301298,9.389821679558855,95,9.241283723990596,9.25424981607291,9.377427690854901,6,0.004877440228387542,sire_target_enc
ZELZAL,3,8.15364515174326,9.104550173139872,9.389821679558855,3,8.15364515174326,9.095016335675293,9.377427690854901,0,0.00953383746457881,sire_target_enc
ZILZAL,1,6.684611727667927,9.143893502114226,9.389821679558855,1,6.684611727667927,9.132626239656085,9.377427690854901,0,0.011267262458140692,sire_target_enc
ZOFFANY,152,9.51102026390636,9.503538869810836,9.389821679558855,143,9.514670570718122,9.505700447851245,9.377427690854901,9,0.0021615780404093954,sire_target_enc
ZOUSTAR,38,9.629904920516275,9.579887578650146,9.389821679558855,35,9.565588945013523,9.523775332978273,9.377427690854901,3,0.056112245671872785,sire_target_enc
,22,11.386271302343365,10.762380795223205,9.389821679558855,19,11.350478298115421,10.670116019749724,9.377427690854901,3,0.09226477547348111,damsire_target_enc
A P INDY,26,10.09603977679336,9.899868083117108,9.389821679558855,26,10.09603977679336,9.89642530847712,9.377427690854901,0,0.0034427746399874337,damsire_target_enc
ABSALOM,1,8.160518247477505,9.278066822096916,9.389821679558855,1,8.160518247477505,9.266799559638775,9.377427690854901,0,0.011267262458140692,damsire_target_enc
ACADEMY AWARD,2,7.600902459542082,9.091668476222727,9.389821679558855,2,7.600902459542082,9.081340152302765,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ACATENANGO,24,9.244101967556407,9.286960706380656,9.389821679558855,23,9.345682258363984,9.355302086391534,9.377427690854901,1,0.06834138001087808,damsire_target_enc
ACCLAMATION,129,9.371983751851001,9.373267056002646,9.389821679558855,118,9.366247915280862,9.367121335247584,9.377427690854901,11,0.006145720755062811,damsire_target_enc
ACT ONE,9,9.650405324425357,9.513256037653514,9.389821679558855,8,9.654730304967984,9.500673297127383,9.377427690854901,1,0.012582740526131175,damsire_target_enc
ACTION THIS DAY,1,9.546812608597396,9.404093582198723,9.389821679558855,1,9.546812608597396,9.392826319740582,9.377427690854901,0,0.011267262458140692,damsire_target_enc
AD VALOREM,2,9.392661928770137,9.390295054427403,9.389821679558855,2,9.392661928770137,9.37996673050744,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ADAAY,1,7.600902459542082,9.22719265955733,9.389821679558855,1,7.600902459542082,9.215925397099191,9.377427690854901,0,0.011267262458138916,damsire_target_enc
ADLERFLUG,1,10.165851817003619,9.460369873872015,9.389821679558855,1,10.165851817003619,9.449102611413876,9.377427690854901,0,0.011267262458138916,damsire_target_enc
ADMIRALOFTHEFLEET,1,6.907755278982137,9.164179279506426,9.389821679558855,1,6.907755278982137,9.152912017048287,9.377427690854901,0,0.011267262458138916,damsire_target_enc
AFFIRMED,5,10.181714080088156,9.653785813068623,9.389821679558855,5,10.181714080088156,9.645523153932652,9.377427690854901,0,0.008262659135970907,damsire_target_enc
AFLEET,3,7.83195151972873,9.030313181136519,9.389821679558855,2,7.489330683884978,9.062744856359915,9.377427690854901,1,0.032431675223396184,damsire_target_enc
AFLEET ALEX,2,10.81576219856165,9.627478432725988,9.389821679558855,2,10.81576219856165,9.617150108806026,9.377427690854901,0,0.010328323919962301,damsire_target_enc
AGNES WORLD,2,8.954927560093186,9.317339326314576,9.389821679558855,2,8.954927560093186,9.307011002394615,9.377427690854901,0,0.010328323919960525,damsire_target_enc
AHONOORA,5,9.56819163977817,9.449278332965294,9.389821679558855,4,9.38300138456164,9.379020174771112,9.377427690854901,1,0.07025815819418213,damsire_target_enc
AIR CHIEF MARSHAL,1,6.907755278982137,9.164179279506426,9.389821679558855,1,6.907755278982137,9.152912017048287,9.377427690854901,0,0.011267262458138916,damsire_target_enc
AIR EXPRESS,3,9.562937136692135,9.429771400435765,9.389821679558855,3,9.562937136692135,9.420237562971185,9.377427690854901,0,0.009533837464580586,damsire_target_enc
AIR FORBES WON,1,9.210340371976184,9.37350519705134,9.389821679558855,1,9.210340371976184,9.3622379345932,9.377427690854901,0,0.011267262458140692,damsire_target_enc
AJDAL,1,9.472704636443673,9.39735649382111,9.389821679558855,1,9.472704636443673,9.386089231362972,9.377427690854901,0,0.011267262458138916,damsire_target_enc
AJRAAS,2,10.674602133906454,9.603951755283456,9.389821679558855,1,11.608235644774552,9.580228413938507,9.377427690854901,1,0.023723341344949134,damsire_target_enc
AKARAD,5,9.487182810959295,9.42227539002567,9.389821679558855,4,9.645562156689756,9.454037538236289,9.377427690854901,1,0.0317621482106194,damsire_target_enc
AL HAREB,4,9.467745226271472,9.412085550048175,9.389821679558855,2,9.725150080566763,9.435381422473545,9.377427690854901,2,0.023295872425370234,damsire_target_enc
AL KAZEEM,1,11.918390573078392,9.619691578969723,9.389821679558855,1,11.918390573078392,9.608424316511583,9.377427690854901,0,0.011267262458140692,damsire_target_enc
AL NASR,3,8.545306907560821,9.194933655251617,9.389821679558855,2,8.21279017535314,9.183321438271275,9.377427690854901,1,0.011612216980342538,damsire_target_enc
ALDEBARAN,2,10.431513889660785,9.563437047909177,9.389821679558855,1,10.819778284410283,9.50855047208721,9.377427690854901,1,0.054886575821967654,damsire_target_enc
ALHAARTH,87,9.138794136901453,9.164673265010464,9.389821679558855,79,9.13498876794646,9.16222909636314,9.377427690854901,8,0.0024441686473242186,damsire_target_enc
ALHEBAYEB,3,9.807593528385533,9.486230567749628,9.389821679558855,2,9.413072926030265,9.38336856338413,9.377427690854901,1,0.1028620043654982,damsire_target_enc
ALHIJAZ,2,8.8736680953443,9.303796082189763,9.389821679558855,2,8.8736680953443,9.2934677582698,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ALI-ROYAL,7,9.382039034564984,9.386617061031968,9.389821679558855,7,9.382039034564984,9.379326479441406,9.377427690854901,0,0.007290581590561729,damsire_target_enc
ALJABR,2,9.035561633891248,9.330778338614254,9.389821679558855,2,9.035561633891248,9.320450014694293,9.377427690854901,0,0.010328323919960525,damsire_target_enc
ALLEGED,10,9.88863666785467,9.639229173706763,9.389821679558855,10,9.88863666785467,9.633032179354785,9.377427690854901,0,0.006196994351977736,damsire_target_enc
ALMANZOR,1,8.294049640102028,9.290206039608234,9.389821679558855,1,8.294049640102028,9.278938777150096,9.377427690854901,0,0.011267262458138916,damsire_target_enc
ALMUTAWAKEL,6,9.420142193371898,9.401191872238746,9.389821679558855,6,9.420142193371898,9.393445629298775,9.377427690854901,0,0.007746242939971282,damsire_target_enc
ALNASR ALWASHEEK,2,9.962379070364321,9.485247911359766,9.389821679558855,2,9.962379070364321,9.474919587439805,9.377427690854901,0,0.010328323919960525,damsire_target_enc
ALPHABATIM,1,8.699514748210191,9.327066503981705,9.389821679558855,1,8.699514748210191,9.315799241523564,9.377427690854901,0,0.011267262458140692,damsire_target_enc
ALPHABET SOUP,4,9.079066973085258,9.3010346205664,9.389821679558855,4,9.079066973085258,9.292181771492144,9.377427690854901,0,0.008852849074255431,damsire_target_enc
ALWAYS FAIR,5,9.015397441573807,9.265013600230505,9.389821679558855,3,8.741508015830378,9.230676996618474,9.377427690854901,2,0.03433660361203117,damsire_target_enc
ALYDAR,5,9.28276836865014,9.354137242589283,9.389821679558855,5,9.28276836865014,9.345874583453314,9.377427690854901,0,0.00826265913596913,damsire_target_enc
ALYDEED,1,10.404262840448617,9.482043603276106,9.389821679558855,0,,9.377427690854901,,1,0.10461591242120427,damsire_target_enc
ALYSHEBA,5,8.833894097497756,9.204512485538489,9.389821679558855,4,8.655664469722847,9.171209627674314,9.377427690854901,1,0.033302857864175195,damsire_target_enc
ALZAO,65,9.368723689669359,9.37153675498796,9.389821679558855,61,9.407003795769597,9.402838147190064,9.377427690854901,4,0.031301392202104594,damsire_target_enc
AMADEUS WOLF,4,9.309614586585594,9.366905367280781,9.389821679558855,3,8.925118335290277,9.273048608801528,9.377427690854901,1,0.09385675847925334,damsire_target_enc
AMERICAN CHANCE,3,8.952943576009384,9.289003655662823,9.389821679558855,3,8.952943576009384,9.279469818198244,9.377427690854901,0,0.00953383746457881,damsire_target_enc
AMERICAN PHAROAH,1,10.373491181781864,9.479246179760947,9.389821679558855,1,10.373491181781864,9.467978917302807,9.377427690854901,0,0.011267262458140692,damsire_target_enc
AMERICAN POST,3,9.146216407760363,9.333605078374587,9.389821679558855,3,9.146216407760363,9.324071240910008,9.377427690854901,0,0.00953383746457881,damsire_target_enc
ANABAA,82,9.4156769934218,9.412866633219306,9.389821679558855,72,9.374593610646194,9.374939230183843,9.377427690854901,10,0.037927403035462603,damsire_target_enc
ANABAA BLUE,4,9.666336526106882,9.46882592142972,9.389821679558855,4,9.666336526106882,9.459973072355467,9.377427690854901,0,0.008852849074253655,damsire_target_enc
ANIMAL KINGDOM,2,7.659793977370274,9.101483729194092,9.389821679558855,2,7.659793977370274,9.09115540527413,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ANITA'S PRINCE,5,8.932665066511339,9.23743614187635,9.389821679558855,4,8.666131900054062,9.174200322054661,9.377427690854901,1,0.06323581982168847,damsire_target_enc
ANJAAL,1,10.596634733096073,9.499531957153147,9.389821679558855,1,10.596634733096073,9.488264694695006,9.377427690854901,0,0.011267262458140692,damsire_target_enc
ANSHAN,2,9.898462384609378,9.474595130400608,9.389821679558855,2,9.898462384609378,9.464266806480646,9.377427690854901,0,0.010328323919962301,damsire_target_enc
ANTONIUS PIUS,2,9.998797732340453,9.491317688355787,9.389821679558855,2,9.998797732340453,9.480989364435827,9.377427690854901,0,0.010328323919960525,damsire_target_enc
ANY GIVEN SATURDAY,1,8.294049640102028,9.290206039608234,9.389821679558855,1,8.294049640102028,9.278938777150096,9.377427690854901,0,0.011267262458138916,damsire_target_enc
ANZILLERO,1,7.313220387090301,9.201039743879896,9.389821679558855,1,7.313220387090301,9.189772481421755,9.377427690854901,0,0.011267262458140692,damsire_target_enc
APPROVE,5,9.715686000904451,9.498443120007387,9.389821679558855,5,9.715686000904451,9.490180460871418,9.377427690854901,0,0.00826265913596913,damsire_target_enc
APTITUDE,13,9.481396060091116,9.441581112033612,9.389821679558855,13,9.481396060091116,9.436192421292763,9.377427690854901,0,0.005388690740849356,damsire_target_enc
